id,dapp_name,dapp_slug,dapp_category,date,round_name,round,amount,chains,sector,category,category_group,source,lead_investors,other_investors,valuation,defillama_id,created_at
170,1inch Network,1inch-network,defi,2021-12-01,1Inch,Series B,175.0,,DEX Aggregator,DeFi,DeFi & CeFi,https://blog.1inch.io/the-1inch-network-closes-a-175-mln-series-b-round-e22d572754ae?gi=31f25303fe7f,Amber Group,"Jane Street, VanEck, Fenbushi Capital, Alameda Research, Celsius Network, Nexo, Tribe Capital, Gemini Frontier Fund, Gate Ventures",2250.0,189,2025-09-05 19:28:59.083519
102,1inch Network,1inch-network,defi,2021-12-01,1Inch,Series B,175.0,,DEX Aggregator,DeFi,DeFi & CeFi,https://blog.1inch.io/the-1inch-network-closes-a-175-mln-series-b-round-e22d572754ae?gi=31f25303fe7f,Amber Group,"Jane Street, VanEck, Fenbushi Capital, Alameda Research, Celsius Network, Nexo, Tribe Capital, Gemini Frontier Fund",2250.0,189,2025-08-18 15:41:34.486663
436,1inch Network,1inch-network,defi,2021-12-01,1Inch,Series B,175.0,,DEX Aggregator,DeFi,DeFi & CeFi,https://blog.1inch.io/the-1inch-network-closes-a-175-mln-series-b-round-e22d572754ae?gi=31f25303fe7f,Amber Group,"Jane Street, VanEck, Fenbushi Capital, Alameda Research, Celsius Network, Nexo, Tribe Capital, Gemini Frontier Fund, Gate Ventures",2250.0,189,2025-09-22 10:10:27.870083
320,1inch Network,1inch-network,defi,2021-12-01,1Inch,Series B,175.0,,DEX Aggregator,DeFi,DeFi & CeFi,https://blog.1inch.io/the-1inch-network-closes-a-175-mln-series-b-round-e22d572754ae?gi=31f25303fe7f,Amber Group,"Jane Street, VanEck, Fenbushi Capital, Alameda Research, Celsius Network, Nexo, Tribe Capital, Gemini Frontier Fund, Gate Ventures",2250.0,189,2025-09-10 13:21:23.545758
245,1inch Network,1inch-network,defi,2021-12-01,1Inch,Series B,175.0,,DEX Aggregator,DeFi,DeFi & CeFi,https://blog.1inch.io/the-1inch-network-closes-a-175-mln-series-b-round-e22d572754ae?gi=31f25303fe7f,Amber Group,"Jane Street, VanEck, Fenbushi Capital, Alameda Research, Celsius Network, Nexo, Tribe Capital, Gemini Frontier Fund, Gate Ventures",2250.0,189,2025-09-10 11:32:57.718775
513,1inch Network,1inch-network,defi,2021-12-01,1Inch,Series B,175.0,,DEX Aggregator,DeFi,DeFi & CeFi,https://blog.1inch.io/the-1inch-network-closes-a-175-mln-series-b-round-e22d572754ae?gi=31f25303fe7f,Amber Group,"Jane Street, VanEck, Fenbushi Capital, Alameda Research, Celsius Network, Nexo, Tribe Capital, Gemini Frontier Fund, Gate Ventures",2250.0,189,2025-11-24 20:09:23.964054
37,1inch Network,1inch-network,defi,2021-12-01,1Inch,Series B,175.0,,DEX Aggregator,DeFi,DeFi & CeFi,https://blog.1inch.io/the-1inch-network-closes-a-175-mln-series-b-round-e22d572754ae?gi=31f25303fe7f,Amber Group,"Jane Street, VanEck, Fenbushi Capital, Alameda Research, Celsius Network, Nexo, Tribe Capital, Gemini Frontier Fund",2250.0,189,2025-07-28 16:29:08.450560
244,1inch Network,1inch-network,defi,2020-12-02,1Inch,Series A,12.0,,DEX Aggregator,DeFi,DeFi & CeFi,https://blog.1inch.io/1inch-successfully-closes-12-mln-funding-round-led-by-pantera-capital-4c8a5a421ea8,"Pantera Capital, ParaFi Capital, Nima Capital",,,189,2025-09-10 11:32:57.718775
435,1inch Network,1inch-network,defi,2020-12-02,1Inch,Series A,12.0,,DEX Aggregator,DeFi,DeFi & CeFi,https://blog.1inch.io/1inch-successfully-closes-12-mln-funding-round-led-by-pantera-capital-4c8a5a421ea8,"Pantera Capital, ParaFi Capital, Nima Capital",,,189,2025-09-22 10:10:27.870083
169,1inch Network,1inch-network,defi,2020-12-02,1Inch,Series A,12.0,,DEX Aggregator,DeFi,DeFi & CeFi,https://blog.1inch.io/1inch-successfully-closes-12-mln-funding-round-led-by-pantera-capital-4c8a5a421ea8,"Pantera Capital, ParaFi Capital, Nima Capital",,,189,2025-09-05 19:28:59.083519
101,1inch Network,1inch-network,defi,2020-12-02,1Inch,Series A,12.0,,DEX Aggregator,DeFi,DeFi & CeFi,https://blog.1inch.io/1inch-successfully-closes-12-mln-funding-round-led-by-pantera-capital-4c8a5a421ea8,"Pantera Capital, ParaFi Capital, Nima Capital",,,189,2025-08-18 15:41:34.486663
512,1inch Network,1inch-network,defi,2020-12-02,1Inch,Series A,12.0,,DEX Aggregator,DeFi,DeFi & CeFi,https://blog.1inch.io/1inch-successfully-closes-12-mln-funding-round-led-by-pantera-capital-4c8a5a421ea8,"Pantera Capital, ParaFi Capital, Nima Capital",,,189,2025-11-24 20:09:23.964054
36,1inch Network,1inch-network,defi,2020-12-02,1Inch,Series A,12.0,,DEX Aggregator,DeFi,DeFi & CeFi,https://blog.1inch.io/1inch-successfully-closes-12-mln-funding-round-led-by-pantera-capital-4c8a5a421ea8,"Pantera Capital, ParaFi Capital, Nima Capital",,,189,2025-07-28 16:29:08.450560
319,1inch Network,1inch-network,defi,2020-12-02,1Inch,Series A,12.0,,DEX Aggregator,DeFi,DeFi & CeFi,https://blog.1inch.io/1inch-successfully-closes-12-mln-funding-round-led-by-pantera-capital-4c8a5a421ea8,"Pantera Capital, ParaFi Capital, Nima Capital",,,189,2025-09-10 13:21:23.545758
38,1inch Network,1inch-network,defi,2020-08-11,1inch,Seed,2.8,"Ethereum, BSC",1inch Limited builds decentralized protocols and contributes to the development of the 1inch Network.,DeFi,DeFi & CeFi,,,"Binance Labs, Divergence Ventures, Dragonfly Capital, FTX Ventures, Galaxy Digital, Illia Polosukhin, IOSG Ventures, LAUNCHub Ventures, Libertus Capital, Loi Luu, Greenfield Capital",,189,2025-07-28 16:29:08.450560
321,1inch Network,1inch-network,defi,2020-08-11,1inch,Seed,2.8,"Ethereum, BSC",1inch Limited builds decentralized protocols and contributes to the development of the 1inch Network.,DeFi,DeFi & CeFi,,,"Binance Labs, Divergence Ventures, Dragonfly Capital, FTX Ventures, Galaxy Digital, Illia Polosukhin, IOSG Ventures, LAUNCHub Ventures, Libertus Capital, Loi Luu, Greenfield Capital",,189,2025-09-10 13:21:23.545758
514,1inch Network,1inch-network,defi,2020-08-11,1inch,Seed,2.8,"Ethereum, BSC",1inch Limited builds decentralized protocols and contributes to the development of the 1inch Network.,DeFi,DeFi & CeFi,,,"Binance Labs, Divergence Ventures, Dragonfly Capital, FTX Ventures, Galaxy Digital, Illia Polosukhin, IOSG Ventures, LAUNCHub Ventures, Libertus Capital, Loi Luu, Greenfield Capital",,189,2025-11-24 20:09:23.964054
437,1inch Network,1inch-network,defi,2020-08-11,1inch,Seed,2.8,"Ethereum, BSC",1inch Limited builds decentralized protocols and contributes to the development of the 1inch Network.,DeFi,DeFi & CeFi,,,"Binance Labs, Divergence Ventures, Dragonfly Capital, FTX Ventures, Galaxy Digital, Illia Polosukhin, IOSG Ventures, LAUNCHub Ventures, Libertus Capital, Loi Luu, Greenfield Capital",,189,2025-09-22 10:10:27.870083
103,1inch Network,1inch-network,defi,2020-08-11,1inch,Seed,2.8,"Ethereum, BSC",1inch Limited builds decentralized protocols and contributes to the development of the 1inch Network.,DeFi,DeFi & CeFi,,,"Binance Labs, Divergence Ventures, Dragonfly Capital, FTX Ventures, Galaxy Digital, Illia Polosukhin, IOSG Ventures, LAUNCHub Ventures, Libertus Capital, Loi Luu, Greenfield Capital",,189,2025-08-18 15:41:34.486663
246,1inch Network,1inch-network,defi,2020-08-11,1inch,Seed,2.8,"Ethereum, BSC",1inch Limited builds decentralized protocols and contributes to the development of the 1inch Network.,DeFi,DeFi & CeFi,,,"Binance Labs, Divergence Ventures, Dragonfly Capital, FTX Ventures, Galaxy Digital, Illia Polosukhin, IOSG Ventures, LAUNCHub Ventures, Libertus Capital, Loi Luu, Greenfield Capital",,189,2025-09-10 11:32:57.718775
171,1inch Network,1inch-network,defi,2020-08-11,1inch,Seed,2.8,"Ethereum, BSC",1inch Limited builds decentralized protocols and contributes to the development of the 1inch Network.,DeFi,DeFi & CeFi,,,"Binance Labs, Divergence Ventures, Dragonfly Capital, FTX Ventures, Galaxy Digital, Illia Polosukhin, IOSG Ventures, LAUNCHub Ventures, Libertus Capital, Loi Luu, Greenfield Capital",,189,2025-09-05 19:28:59.083519
42,Across,across,defi,2025-03-04,Across Protocol,,41.0,,"Across protocol is a novel bridging method that combines an optimistic oracle, bonded relayers and single-sided liquidity pools to provide decentralized instant transactions from rollup chains to Ethereum mainnet",DeFi,DeFi & CeFi,https://x.com/AcrossProtocol/status/1896931977590374661,Paradigm,"Bain Capital Crypto, Coinbase Ventures, Multicoin Capital",,1207,2025-07-28 16:29:08.450560
107,Across,across,defi,2025-03-04,Across Protocol,,41.0,,"Across protocol is a novel bridging method that combines an optimistic oracle, bonded relayers and single-sided liquidity pools to provide decentralized instant transactions from rollup chains to Ethereum mainnet",DeFi,DeFi & CeFi,https://x.com/AcrossProtocol/status/1896931977590374661,Paradigm,"Bain Capital Crypto, Coinbase Ventures, Multicoin Capital",,1207,2025-08-18 15:41:34.486663
441,Across,across,defi,2025-03-04,Across Protocol,,41.0,,"Across protocol is a novel bridging method that combines an optimistic oracle, bonded relayers and single-sided liquidity pools to provide decentralized instant transactions from rollup chains to Ethereum mainnet",DeFi,DeFi & CeFi,https://x.com/AcrossProtocol/status/1896931977590374661,Paradigm,"Bain Capital Crypto, Coinbase Ventures, Multicoin Capital",,1207,2025-09-22 10:10:27.870083
519,Across,across,defi,2025-03-04,Across Protocol,,41.0,,"Across protocol is a novel bridging method that combines an optimistic oracle, bonded relayers and single-sided liquidity pools to provide decentralized instant transactions from rollup chains to Ethereum mainnet",DeFi,DeFi & CeFi,https://x.com/AcrossProtocol/status/1896931977590374661,Paradigm,"Bain Capital Crypto, Coinbase Ventures, Multicoin Capital",,1207,2025-11-24 20:09:23.964054
250,Across,across,defi,2025-03-04,Across Protocol,,41.0,,"Across protocol is a novel bridging method that combines an optimistic oracle, bonded relayers and single-sided liquidity pools to provide decentralized instant transactions from rollup chains to Ethereum mainnet",DeFi,DeFi & CeFi,https://x.com/AcrossProtocol/status/1896931977590374661,Paradigm,"Bain Capital Crypto, Coinbase Ventures, Multicoin Capital",,1207,2025-09-10 11:32:57.718775
175,Across,across,defi,2025-03-04,Across Protocol,,41.0,,"Across protocol is a novel bridging method that combines an optimistic oracle, bonded relayers and single-sided liquidity pools to provide decentralized instant transactions from rollup chains to Ethereum mainnet",DeFi,DeFi & CeFi,https://x.com/AcrossProtocol/status/1896931977590374661,Paradigm,"Bain Capital Crypto, Coinbase Ventures, Multicoin Capital",,1207,2025-09-05 19:28:59.083519
325,Across,across,defi,2025-03-04,Across Protocol,,41.0,,"Across protocol is a novel bridging method that combines an optimistic oracle, bonded relayers and single-sided liquidity pools to provide decentralized instant transactions from rollup chains to Ethereum mainnet",DeFi,DeFi & CeFi,https://x.com/AcrossProtocol/status/1896931977590374661,Paradigm,"Bain Capital Crypto, Coinbase Ventures, Multicoin Capital",,1207,2025-09-10 13:21:23.545758
520,Across,across,defi,2022-11-23,Across,Private token sale,10.0,Ethereum,Cross-chain bridge,Infrastructure,Web3 Infrastructure & Tools,https://twitter.com/AcrossProtocol/status/1595466083913199616,,"Hack VC, Placeholder, Blockchain Capital",200.0,1207,2025-11-24 20:09:23.964054
326,Across,across,defi,2022-11-23,Across,Private token sale,10.0,Ethereum,Cross-chain bridge,Infrastructure,Web3 Infrastructure & Tools,https://twitter.com/AcrossProtocol/status/1595466083913199616,,"Hack VC, Placeholder, Blockchain Capital",200.0,1207,2025-09-10 13:21:23.545758
108,Across,across,defi,2022-11-23,Across,Private token sale,10.0,Ethereum,Cross-chain bridge,Infrastructure,Web3 Infrastructure & Tools,https://twitter.com/AcrossProtocol/status/1595466083913199616,,"Hack VC, Placeholder, Blockchain Capital",200.0,1207,2025-08-18 15:41:34.486663
43,Across,across,defi,2022-11-23,Across,Private token sale,10.0,Ethereum,Cross-chain bridge,Infrastructure,Web3 Infrastructure & Tools,https://twitter.com/AcrossProtocol/status/1595466083913199616,,"Hack VC, Placeholder, Blockchain Capital",200.0,1207,2025-07-28 16:29:08.450560
442,Across,across,defi,2022-11-23,Across,Private token sale,10.0,Ethereum,Cross-chain bridge,Infrastructure,Web3 Infrastructure & Tools,https://twitter.com/AcrossProtocol/status/1595466083913199616,,"Hack VC, Placeholder, Blockchain Capital",200.0,1207,2025-09-22 10:10:27.870083
176,Across,across,defi,2022-11-23,Across,Private token sale,10.0,Ethereum,Cross-chain bridge,Infrastructure,Web3 Infrastructure & Tools,https://twitter.com/AcrossProtocol/status/1595466083913199616,,"Hack VC, Placeholder, Blockchain Capital",200.0,1207,2025-09-05 19:28:59.083519
251,Across,across,defi,2022-11-23,Across,Private token sale,10.0,Ethereum,Cross-chain bridge,Infrastructure,Web3 Infrastructure & Tools,https://twitter.com/AcrossProtocol/status/1595466083913199616,,"Hack VC, Placeholder, Blockchain Capital",200.0,1207,2025-09-10 11:32:57.718775
82,Azuro,azuro,gambling,2024-04-11,Azuro,Private,3.5,"Gnosis, Polygon",Decentralized betting protocol,DeFi,DeFi & CeFi,https://x.com/azuroprotocol/status/1778417282940571712,,"SevenX Ventures, Fenbushi Capital, Arrington Capital, Polymorphic Capital, Redbeard Ventures, Dewhales Capital, G1 Ventures",,1892,2025-07-28 16:29:08.450560
147,Azuro,azuro,gambling,2024-04-11,Azuro,Private,3.5,"Gnosis, Polygon",Decentralized betting protocol,DeFi,DeFi & CeFi,https://x.com/azuroprotocol/status/1778417282940571712,,"SevenX Ventures, Fenbushi Capital, Arrington Capital, Polymorphic Capital, Redbeard Ventures, Dewhales Capital, G1 Ventures",,1892,2025-08-18 15:41:34.486663
291,Azuro,azuro,gambling,2024-04-11,Azuro,Private,3.5,"Gnosis, Polygon",Decentralized betting protocol,DeFi,DeFi & CeFi,https://x.com/azuroprotocol/status/1778417282940571712,,"SevenX Ventures, Fenbushi Capital, Arrington Capital, Polymorphic Capital, Red Beard Ventures, Dewhales Capital, G1 Ventures",,1892,2025-09-10 11:32:57.718775
483,Azuro,azuro,gambling,2024-04-11,Azuro,Private,3.5,"Gnosis, Polygon",Decentralized betting protocol,DeFi,DeFi & CeFi,https://x.com/azuroprotocol/status/1778417282940571712,,"SevenX Ventures, Fenbushi Capital, Arrington Capital, Polymorphic Capital, Red Beard Ventures, Dewhales Capital, G1 Ventures",,1892,2025-09-22 10:10:27.870083
564,Azuro,azuro,gambling,2024-04-11,Azuro,Private,3.5,"Gnosis, Polygon",Decentralized betting protocol,DeFi,DeFi & CeFi,https://x.com/azuroprotocol/status/1778417282940571712,,"SevenX Ventures, Fenbushi Capital, Arrington Capital, Polymorphic Capital, Red Beard Ventures, Dewhales Capital, G1 Ventures",,1892,2025-11-24 20:09:23.964054
216,Azuro,azuro,gambling,2024-04-11,Azuro,Private,3.5,"Gnosis, Polygon",Decentralized betting protocol,DeFi,DeFi & CeFi,https://x.com/azuroprotocol/status/1778417282940571712,,"SevenX Ventures, Fenbushi Capital, Arrington Capital, Polymorphic Capital, Red Beard Ventures, Dewhales Capital, G1 Ventures",,1892,2025-09-05 19:28:59.083519
366,Azuro,azuro,gambling,2024-04-11,Azuro,Private,3.5,"Gnosis, Polygon",Decentralized betting protocol,DeFi,DeFi & CeFi,https://x.com/azuroprotocol/status/1778417282940571712,,"SevenX Ventures, Fenbushi Capital, Arrington Capital, Polymorphic Capital, Red Beard Ventures, Dewhales Capital, G1 Ventures",,1892,2025-09-10 13:21:23.545758
290,Azuro,azuro,gambling,2022-06-28,Azuro,Strategic ,4.0,Gnosis,Decentralized betting protocol,DeFi,DeFi & CeFi,https://twitter.com/azuroprotocol/status/1541443558481297410,,"AllianceDAO, Arrington XRP Capital, Ethereal Ventures, Delphi Digital , Hypershere, Quiet Capital, Formless Capital, Gnosis, Merit Circle, SevenX Ventures, Red Beard Ventures, NxGen, Victor Ji",,1892,2025-09-10 11:32:57.718775
563,Azuro,azuro,gambling,2022-06-28,Azuro,Strategic ,4.0,Gnosis,Decentralized betting protocol,DeFi,DeFi & CeFi,https://twitter.com/azuroprotocol/status/1541443558481297410,,"AllianceDAO, Arrington XRP Capital, Ethereal Ventures, Delphi Digital , Hypershere, Quiet Capital, Formless Capital, Gnosis, Merit Circle, SevenX Ventures, Red Beard Ventures, NxGen, Victor Ji",,1892,2025-11-24 20:09:23.964054
215,Azuro,azuro,gambling,2022-06-28,Azuro,Strategic ,4.0,Gnosis,Decentralized betting protocol,DeFi,DeFi & CeFi,https://twitter.com/azuroprotocol/status/1541443558481297410,,"AllianceDAO, Arrington XRP Capital, Ethereal Ventures, Delphi Digital , Hypershere, Quiet Capital, Formless Capital, Gnosis, Merit Circle, SevenX Ventures, Red Beard Ventures, NxGen, Victor Ji",,1892,2025-09-05 19:28:59.083519
81,Azuro,azuro,gambling,2022-06-28,Azuro,Strategic ,4.0,Gnosis,Decentralized betting protocol,DeFi,DeFi & CeFi,https://twitter.com/azuroprotocol/status/1541443558481297410,,"AllianceDAO, Arrington XRP Capital, Ethereal Ventures, Delphi Digital , Hypershere, Quiet Capital, Formless Capital, Gnosis, Merit Circle, SevenX Ventures, Red Beard, NxGen, Victor Ji",,1892,2025-07-28 16:29:08.450560
482,Azuro,azuro,gambling,2022-06-28,Azuro,Strategic ,4.0,Gnosis,Decentralized betting protocol,DeFi,DeFi & CeFi,https://twitter.com/azuroprotocol/status/1541443558481297410,,"AllianceDAO, Arrington XRP Capital, Ethereal Ventures, Delphi Digital , Hypershere, Quiet Capital, Formless Capital, Gnosis, Merit Circle, SevenX Ventures, Red Beard Ventures, NxGen, Victor Ji",,1892,2025-09-22 10:10:27.870083
365,Azuro,azuro,gambling,2022-06-28,Azuro,Strategic ,4.0,Gnosis,Decentralized betting protocol,DeFi,DeFi & CeFi,https://twitter.com/azuroprotocol/status/1541443558481297410,,"AllianceDAO, Arrington XRP Capital, Ethereal Ventures, Delphi Digital , Hypershere, Quiet Capital, Formless Capital, Gnosis, Merit Circle, SevenX Ventures, Red Beard Ventures, NxGen, Victor Ji",,1892,2025-09-10 13:21:23.545758
146,Azuro,azuro,gambling,2022-06-28,Azuro,Strategic ,4.0,Gnosis,Decentralized betting protocol,DeFi,DeFi & CeFi,https://twitter.com/azuroprotocol/status/1541443558481297410,,"AllianceDAO, Arrington XRP Capital, Ethereal Ventures, Delphi Digital , Hypershere, Quiet Capital, Formless Capital, Gnosis, Merit Circle, SevenX Ventures, Red Beard, NxGen, Victor Ji",,1892,2025-08-18 15:41:34.486663
367,Azuro,azuro,gambling,2022-01-20,Azuro,Seed,3.5,Gnosis,Decentralized betting protocol,DeFi,DeFi & CeFi,https://twitter.com/azuroprotocol/status/1483742849573212162?s=20,"Gnosis, Flow Ventures, Polymorphic Capital","Ethereal Ventures, Arrington XRP Capital, AllianceDAO, Delphi Digital , Metacartel Ventures, Merit Circle, Clever Advertising, SevenX Ventures, CitizenX, BR Capital, David Post, Alex Wearn, Sergei Chan",,1892,2025-09-10 13:21:23.545758
292,Azuro,azuro,gambling,2022-01-20,Azuro,Seed,3.5,Gnosis,Decentralized betting protocol,DeFi,DeFi & CeFi,https://twitter.com/azuroprotocol/status/1483742849573212162?s=20,"Gnosis, Flow Ventures, Polymorphic Capital","Ethereal Ventures, Arrington XRP Capital, AllianceDAO, Delphi Digital , Metacartel Ventures, Merit Circle, Clever Advertising, SevenX Ventures, CitizenX, BR Capital, David Post, Alex Wearn, Sergei Chan",,1892,2025-09-10 11:32:57.718775
565,Azuro,azuro,gambling,2022-01-20,Azuro,Seed,3.5,Gnosis,Decentralized betting protocol,DeFi,DeFi & CeFi,https://twitter.com/azuroprotocol/status/1483742849573212162?s=20,"Gnosis, Flow Ventures, Polymorphic Capital","Ethereal Ventures, Arrington XRP Capital, AllianceDAO, Delphi Digital , Metacartel Ventures, Merit Circle, Clever Advertising, SevenX Ventures, CitizenX, BR Capital, David Post, Alex Wearn, Sergei Chan",,1892,2025-11-24 20:09:23.964054
83,Azuro,azuro,gambling,2022-01-20,Azuro,Seed,3.5,Gnosis,Decentralized betting protocol,DeFi,DeFi & CeFi,https://twitter.com/azuroprotocol/status/1483742849573212162?s=20,"Gnosis, Flow Ventures, Polymorphic Capital","Ethereal Ventures, Arrington XRP Capital, AllianceDAO, Delphi Digital , Metacartel Ventures, Merit Circle, Clever Advertising, SevenX Ventures, CitizenX, BR Capital, David Post, Alex Wearn, Sergei Chan",,1892,2025-07-28 16:29:08.450560
217,Azuro,azuro,gambling,2022-01-20,Azuro,Seed,3.5,Gnosis,Decentralized betting protocol,DeFi,DeFi & CeFi,https://twitter.com/azuroprotocol/status/1483742849573212162?s=20,"Gnosis, Flow Ventures, Polymorphic Capital","Ethereal Ventures, Arrington XRP Capital, AllianceDAO, Delphi Digital , Metacartel Ventures, Merit Circle, Clever Advertising, SevenX Ventures, CitizenX, BR Capital, David Post, Alex Wearn, Sergei Chan",,1892,2025-09-05 19:28:59.083519
484,Azuro,azuro,gambling,2022-01-20,Azuro,Seed,3.5,Gnosis,Decentralized betting protocol,DeFi,DeFi & CeFi,https://twitter.com/azuroprotocol/status/1483742849573212162?s=20,"Gnosis, Flow Ventures, Polymorphic Capital","Ethereal Ventures, Arrington XRP Capital, AllianceDAO, Delphi Digital , Metacartel Ventures, Merit Circle, Clever Advertising, SevenX Ventures, CitizenX, BR Capital, David Post, Alex Wearn, Sergei Chan",,1892,2025-09-22 10:10:27.870083
148,Azuro,azuro,gambling,2022-01-20,Azuro,Seed,3.5,Gnosis,Decentralized betting protocol,DeFi,DeFi & CeFi,https://twitter.com/azuroprotocol/status/1483742849573212162?s=20,"Gnosis, Flow Ventures, Polymorphic Capital","Ethereal Ventures, Arrington XRP Capital, AllianceDAO, Delphi Digital , Metacartel Ventures, Merit Circle, Clever Advertising, SevenX Ventures, CitizenX, BR Capital, David Post, Alex Wearn, Sergei Chan",,1892,2025-08-18 15:41:34.486663
372,Balancer,balancer,exchanges,2021-05-27,Balancer,,24.25,"Ethereum, Polygon, Arbitrum",DEX,DeFi,DeFi & CeFi,https://cointelegraph.com/news/vcs-back-balancer-with-24-25m-investment,"Blockchain Capital, FinTech Collective, Longhash Ventures, Fenbushi Capital, Continue Capital, Kain Warwick",,,116,2025-09-10 13:21:23.545758
570,Balancer,balancer,exchanges,2021-05-27,Balancer,,24.25,"Ethereum, Polygon, Arbitrum",DEX,DeFi,DeFi & CeFi,https://cointelegraph.com/news/vcs-back-balancer-with-24-25m-investment,"Blockchain Capital, FinTech Collective, Longhash Ventures, Fenbushi Capital, Continue Capital, Kain Warwick",,,116,2025-11-24 20:09:23.964054
222,Balancer,balancer,exchanges,2021-05-27,Balancer,,24.25,"Ethereum, Polygon, Arbitrum",DEX,DeFi,DeFi & CeFi,https://cointelegraph.com/news/vcs-back-balancer-with-24-25m-investment,"Blockchain Capital, FinTech Collective, Longhash Ventures, Fenbushi Capital, Continue Capital, Kain Warwick",,,116,2025-09-05 19:28:59.083519
153,Balancer,balancer,exchanges,2021-05-27,Balancer,,24.25,"Ethereum, Polygon, Arbitrum",DEX,DeFi,DeFi & CeFi,https://cointelegraph.com/news/vcs-back-balancer-with-24-25m-investment,"Blockchain Capital, FinTech Collective, Longhash Ventures, Fenbushi Capital, Continue Capital, Kain Warwick",,,116,2025-08-18 15:41:34.486663
297,Balancer,balancer,exchanges,2021-05-27,Balancer,,24.25,"Ethereum, Polygon, Arbitrum",DEX,DeFi,DeFi & CeFi,https://cointelegraph.com/news/vcs-back-balancer-with-24-25m-investment,"Blockchain Capital, FinTech Collective, Longhash Ventures, Fenbushi Capital, Continue Capital, Kain Warwick",,,116,2025-09-10 11:32:57.718775
489,Balancer,balancer,exchanges,2021-05-27,Balancer,,24.25,"Ethereum, Polygon, Arbitrum",DEX,DeFi,DeFi & CeFi,https://cointelegraph.com/news/vcs-back-balancer-with-24-25m-investment,"Blockchain Capital, FinTech Collective, Longhash Ventures, Fenbushi Capital, Continue Capital, Kain Warwick",,,116,2025-09-22 10:10:27.870083
88,Balancer,balancer,exchanges,2021-05-27,Balancer,,24.25,"Ethereum, Polygon, Arbitrum",DEX,DeFi,DeFi & CeFi,https://cointelegraph.com/news/vcs-back-balancer-with-24-25m-investment,"Blockchain Capital, FinTech Collective, Longhash Ventures, Fenbushi Capital, Continue Capital, Kain Warwick",,,116,2025-07-28 16:29:08.450560
371,Balancer,balancer,exchanges,2021-02-10,Balancer,,5.0,"Ethereum, Polygon, Arbitrum",DEX,DeFi,DeFi & CeFi,https://twitter.com/Balancer/status/1359538443341152259?s=20,"DeFiance Capital, 3AC",,,116,2025-09-10 13:21:23.545758
296,Balancer,balancer,exchanges,2021-02-10,Balancer,,5.0,"Ethereum, Polygon, Arbitrum",DEX,DeFi,DeFi & CeFi,https://twitter.com/Balancer/status/1359538443341152259?s=20,"DeFiance Capital, 3AC",,,116,2025-09-10 11:32:57.718775
569,Balancer,balancer,exchanges,2021-02-10,Balancer,,5.0,"Ethereum, Polygon, Arbitrum",DEX,DeFi,DeFi & CeFi,https://twitter.com/Balancer/status/1359538443341152259?s=20,"DeFiance Capital, 3AC",,,116,2025-11-24 20:09:23.964054
221,Balancer,balancer,exchanges,2021-02-10,Balancer,,5.0,"Ethereum, Polygon, Arbitrum",DEX,DeFi,DeFi & CeFi,https://twitter.com/Balancer/status/1359538443341152259?s=20,"DeFiance Capital, 3AC",,,116,2025-09-05 19:28:59.083519
87,Balancer,balancer,exchanges,2021-02-10,Balancer,,5.0,"Ethereum, Polygon, Arbitrum",DEX,DeFi,DeFi & CeFi,https://twitter.com/Balancer/status/1359538443341152259?s=20,"DeFiance Capital, 3AC",,,116,2025-07-28 16:29:08.450560
152,Balancer,balancer,exchanges,2021-02-10,Balancer,,5.0,"Ethereum, Polygon, Arbitrum",DEX,DeFi,DeFi & CeFi,https://twitter.com/Balancer/status/1359538443341152259?s=20,"DeFiance Capital, 3AC",,,116,2025-08-18 15:41:34.486663
488,Balancer,balancer,exchanges,2021-02-10,Balancer,,5.0,"Ethereum, Polygon, Arbitrum",DEX,DeFi,DeFi & CeFi,https://twitter.com/Balancer/status/1359538443341152259?s=20,"DeFiance Capital, 3AC",,,116,2025-09-22 10:10:27.870083
224,Balancer,balancer,exchanges,2020-11-09,Balancer,Series A,7.0,"Ethereum, Polygon, Arbitrum",DEX,DeFi,DeFi & CeFi,,"Pantera Capital, Alameda Research",Accomplice,,116,2025-09-05 19:28:59.083519
374,Balancer,balancer,exchanges,2020-11-09,Balancer,Series A,7.0,"Ethereum, Polygon, Arbitrum",DEX,DeFi,DeFi & CeFi,,"Pantera Capital, Alameda Research",Accomplice,,116,2025-09-10 13:21:23.545758
299,Balancer,balancer,exchanges,2020-11-09,Balancer,Series A,7.0,"Ethereum, Polygon, Arbitrum",DEX,DeFi,DeFi & CeFi,,"Pantera Capital, Alameda Research",Accomplice,,116,2025-09-10 11:32:57.718775
491,Balancer,balancer,exchanges,2020-11-09,Balancer,Series A,7.0,"Ethereum, Polygon, Arbitrum",DEX,DeFi,DeFi & CeFi,,"Pantera Capital, Alameda Research",Accomplice,,116,2025-09-22 10:10:27.870083
572,Balancer,balancer,exchanges,2020-11-09,Balancer,Series A,7.0,"Ethereum, Polygon, Arbitrum",DEX,DeFi,DeFi & CeFi,,"Pantera Capital, Alameda Research",Accomplice,,116,2025-11-24 20:09:23.964054
90,Balancer,balancer,exchanges,2020-11-09,Balancer,Series A,7.0,"Ethereum, Polygon, Arbitrum",DEX,DeFi,DeFi & CeFi,,"Pantera Capital, Alameda Research",Accomplice,,116,2025-07-28 16:29:08.450560
