id,dapp_name,dapp_slug,dapp_category,date,round_name,round,amount,chains,sector,category,category_group,source,lead_investors,other_investors,valuation,defillama_id,created_at
156,Mento,mento,exchanges,2024-10-16,Mento Labs,,10.0,Celo,"EVM compatible stablecoin platform on Celo
 ",DeFi,DeFi & CeFi,https://x.com/MentoLabs/status/1846447747257585860,,"T-Capital, HashKey Capital, Richard Parsons, Flori Ventures, Verda Ventures, w3.fund",,504,2025-08-18 15:41:34.486663
91,Mento,mento,exchanges,2024-10-16,Mento Labs,,10.0,Celo,"EVM compatible stablecoin platform on Celo
 ",DeFi,DeFi & CeFi,https://x.com/MentoLabs/status/1846447747257585860,,"T-Capital, HashKey Capital, Richard Parsons, Flori Ventures, Verda Ventures, w3.fund",,504,2025-07-28 16:29:08.450560
225,Mento,mento,exchanges,2024-10-16,Mento Labs,,10.0,Celo,"EVM compatible stablecoin platform on Celo
 ",DeFi,DeFi & CeFi,https://x.com/MentoLabs/status/1846447747257585860,,"T-Capital, HashKey Capital, Richard Parsons, Flori Ventures, Verda Ventures, w3.fund",,504,2025-09-05 19:28:59.083519
573,Mento,mento,exchanges,2024-10-16,Mento Labs,,10.0,Celo,"EVM compatible stablecoin platform on Celo
 ",DeFi,DeFi & CeFi,https://x.com/MentoLabs/status/1846447747257585860,,"T-Capital, HashKey Capital, Richard Parsons, Flori Ventures, Verda Ventures, w3.fund",,504,2025-11-24 20:09:23.964054
449,Moonwell,moonwell,defi,2022-03-18,Moonwell,Private token sale,10.0,Polkadot,,DeFi,DeFi & CeFi,https://twitter.com/LunarTechFdn/status/1504494814695460869,"Arrington XRP Capital, Hypersphere Ventures","Haun Ventures, Lemniscap, C Squared, Mirana Ventures, nfr, Woodstock, Robot Ventures, Signum Capital, Charterhouse Strategic Partners, KeyChain Capital, FMFW",90.0,1853,2025-09-22 10:10:27.870083
333,Moonwell,moonwell,defi,2022-03-18,Moonwell,Private token sale,10.0,Polkadot,,DeFi,DeFi & CeFi,https://twitter.com/LunarTechFdn/status/1504494814695460869,"Arrington XRP Capital, Hypersphere Ventures","Haun Ventures, Lemniscap, C Squared, Mirana Ventures, nfr, Woodstock, Robot Ventures, Signum Capital, Charterhouse Strategic Partners, KeyChain Capital, FMFW",90.0,1853,2025-09-10 13:21:23.545758
258,Moonwell,moonwell,defi,2022-03-18,Moonwell,Private token sale,10.0,Polkadot,,DeFi,DeFi & CeFi,https://twitter.com/LunarTechFdn/status/1504494814695460869,"Arrington XRP Capital, Hypersphere Ventures","Haun Ventures, Lemniscap, C Squared, Mirana Ventures, nfr, Woodstock, Robot Ventures, Signum Capital, Charterhouse Strategic Partners, KeyChain Capital, FMFW",90.0,1853,2025-09-10 11:32:57.718775
115,Moonwell,moonwell,defi,2022-03-18,Moonwell,Private token sale,10.0,Polkadot,,DeFi,DeFi & CeFi,https://twitter.com/LunarTechFdn/status/1504494814695460869,"Arrington XRP Capital, Hypersphere Ventures","Haun Ventures, Lemniscap, C Squared, Mirana Ventures, nfr, Woodstock, Robot Ventures, Signum Capital, Charterhouse Strategic Partners, KeyChain Capital, FMFW",90.0,1853,2025-08-18 15:41:34.486663
50,Moonwell,moonwell,defi,2022-03-18,Moonwell,Private token sale,10.0,Polkadot,,DeFi,DeFi & CeFi,https://twitter.com/LunarTechFdn/status/1504494814695460869,"Arrington XRP Capital, Hypersphere Ventures","Haun Ventures, Lemniscap, C Squared, Mirana Ventures, nfr, Woodstock, Robot Ventures, Signum Capital, Charterhouse Strategic Partners, KeyChain Capital, FMFW",90.0,1853,2025-07-28 16:29:08.450560
527,Moonwell,moonwell,defi,2022-03-18,Moonwell,Private token sale,10.0,Polkadot,,DeFi,DeFi & CeFi,https://twitter.com/LunarTechFdn/status/1504494814695460869,"Arrington XRP Capital, Hypersphere Ventures","Haun Ventures, Lemniscap, C Squared, Mirana Ventures, nfr, Woodstock, Robot Ventures, Signum Capital, Charterhouse Strategic Partners, KeyChain Capital, FMFW",90.0,1853,2025-11-24 20:09:23.964054
183,Moonwell,moonwell,defi,2022-03-18,Moonwell,Private token sale,10.0,Polkadot,,DeFi,DeFi & CeFi,https://twitter.com/LunarTechFdn/status/1504494814695460869,"Arrington XRP Capital, Hypersphere Ventures","Haun Ventures, Lemniscap, C Squared, Mirana Ventures, nfr, Woodstock, Robot Ventures, Signum Capital, Charterhouse Strategic Partners, KeyChain Capital, FMFW",90.0,1853,2025-09-05 19:28:59.083519
353,Nostra,nostra,defi,2021-11-04,Tempus,Strategic Round,4.0,,optimize yield farming,DeFi,DeFi & CeFi,https://tracxn.com/d/companies/tempus/__gPND126J3SckTC3cfq1thryr5k7_ogzN74E3YBhVR3I/funding-and-investors,,"Divergence Ventures, Tomahawk VC, GSR, Wintermute Ventures, LAUNCHub Ventures, Distributed Global, Jump Capital, Koji Capital",,2825,2025-09-10 13:21:23.545758
470,Nostra,nostra,defi,2021-11-04,Tempus,Strategic Round,4.0,,optimize yield farming,DeFi,DeFi & CeFi,https://tracxn.com/d/companies/tempus/__gPND126J3SckTC3cfq1thryr5k7_ogzN74E3YBhVR3I/funding-and-investors,,"Divergence Ventures, Tomahawk VC, GSR, Wintermute Ventures, LAUNCHub Ventures, Distributed Global, Jump Capital, Koji Capital",,2825,2025-09-22 10:10:27.870083
134,Nostra,nostra,defi,2021-11-04,Tempus,Strategic Round,4.0,,optimize yield farming,DeFi,DeFi & CeFi,https://tracxn.com/d/companies/tempus/__gPND126J3SckTC3cfq1thryr5k7_ogzN74E3YBhVR3I/funding-and-investors,,"Divergence Ventures, Tomahawk VC, GSR, Wintermute Ventures, LAUNCHub Ventures, Distributed Global, Jump Capital, Koji Capital",,2825,2025-08-18 15:41:34.486663
548,Nostra,nostra,defi,2021-11-04,Tempus,Strategic Round,4.0,,optimize yield farming,DeFi,DeFi & CeFi,https://tracxn.com/d/companies/tempus/__gPND126J3SckTC3cfq1thryr5k7_ogzN74E3YBhVR3I/funding-and-investors,,"Divergence Ventures, Tomahawk VC, GSR, Wintermute Ventures, LAUNCHub Ventures, Distributed Global, Jump Capital, Koji Capital",,2825,2025-11-24 20:09:23.964054
69,Nostra,nostra,defi,2021-11-04,Tempus,Strategic Round,4.0,,optimize yield farming,DeFi,DeFi & CeFi,https://tracxn.com/d/companies/tempus/__gPND126J3SckTC3cfq1thryr5k7_ogzN74E3YBhVR3I/funding-and-investors,,"Divergence Ventures, Tomahawk VC, GSR, Wintermute Ventures, LAUNCHub Ventures, Distributed Global, Jump Capital, Koji Capital",,2825,2025-07-28 16:29:08.450560
203,Nostra,nostra,defi,2021-11-04,Tempus,Strategic Round,4.0,,optimize yield farming,DeFi,DeFi & CeFi,https://tracxn.com/d/companies/tempus/__gPND126J3SckTC3cfq1thryr5k7_ogzN74E3YBhVR3I/funding-and-investors,,"Divergence Ventures, Tomahawk VC, GSR, Wintermute Ventures, LAUNCHub Ventures, Distributed Global, Jump Capital, Koji Capital",,2825,2025-09-05 19:28:59.083519
278,Nostra,nostra,defi,2021-11-04,Tempus,Strategic Round,4.0,,optimize yield farming,DeFi,DeFi & CeFi,https://tracxn.com/d/companies/tempus/__gPND126J3SckTC3cfq1thryr5k7_ogzN74E3YBhVR3I/funding-and-investors,,"Divergence Ventures, Tomahawk VC, GSR, Wintermute Ventures, LAUNCHub Ventures, Distributed Global, Jump Capital, Koji Capital",,2825,2025-09-10 11:32:57.718775
279,Nostra,nostra,defi,2021-07-15,Tempus,Seed,1.9,,optimize yield farming,DeFi,DeFi & CeFi,https://tracxn.com/d/companies/tempus/__gPND126J3SckTC3cfq1thryr5k7_ogzN74E3YBhVR3I/funding-and-investors,Lemniscap,"Divergence Ventures, Tomahawk VC, GSR, Wintermute Ventures, LAUNCHub Ventures, Supernova",,2825,2025-09-10 11:32:57.718775
471,Nostra,nostra,defi,2021-07-15,Tempus,Seed,1.9,,optimize yield farming,DeFi,DeFi & CeFi,https://tracxn.com/d/companies/tempus/__gPND126J3SckTC3cfq1thryr5k7_ogzN74E3YBhVR3I/funding-and-investors,Lemniscap,"Divergence Ventures, Tomahawk VC, GSR, Wintermute Ventures, LAUNCHub Ventures, Supernova",,2825,2025-09-22 10:10:27.870083
70,Nostra,nostra,defi,2021-07-15,Tempus,Seed,1.9,,optimize yield farming,DeFi,DeFi & CeFi,https://tracxn.com/d/companies/tempus/__gPND126J3SckTC3cfq1thryr5k7_ogzN74E3YBhVR3I/funding-and-investors,Lemniscap,"Divergence Ventures, Tomahawk VC, GSR, Wintermute Ventures, LAUNCHub Ventures, Supernova",,2825,2025-07-28 16:29:08.450560
204,Nostra,nostra,defi,2021-07-15,Tempus,Seed,1.9,,optimize yield farming,DeFi,DeFi & CeFi,https://tracxn.com/d/companies/tempus/__gPND126J3SckTC3cfq1thryr5k7_ogzN74E3YBhVR3I/funding-and-investors,Lemniscap,"Divergence Ventures, Tomahawk VC, GSR, Wintermute Ventures, LAUNCHub Ventures, Supernova",,2825,2025-09-05 19:28:59.083519
354,Nostra,nostra,defi,2021-07-15,Tempus,Seed,1.9,,optimize yield farming,DeFi,DeFi & CeFi,https://tracxn.com/d/companies/tempus/__gPND126J3SckTC3cfq1thryr5k7_ogzN74E3YBhVR3I/funding-and-investors,Lemniscap,"Divergence Ventures, Tomahawk VC, GSR, Wintermute Ventures, LAUNCHub Ventures, Supernova",,2825,2025-09-10 13:21:23.545758
549,Nostra,nostra,defi,2021-07-15,Tempus,Seed,1.9,,optimize yield farming,DeFi,DeFi & CeFi,https://tracxn.com/d/companies/tempus/__gPND126J3SckTC3cfq1thryr5k7_ogzN74E3YBhVR3I/funding-and-investors,Lemniscap,"Divergence Ventures, Tomahawk VC, GSR, Wintermute Ventures, LAUNCHub Ventures, Supernova",,2825,2025-11-24 20:09:23.964054
135,Nostra,nostra,defi,2021-07-15,Tempus,Seed,1.9,,optimize yield farming,DeFi,DeFi & CeFi,https://tracxn.com/d/companies/tempus/__gPND126J3SckTC3cfq1thryr5k7_ogzN74E3YBhVR3I/funding-and-investors,Lemniscap,"Divergence Ventures, Tomahawk VC, GSR, Wintermute Ventures, LAUNCHub Ventures, Supernova",,2825,2025-08-18 15:41:34.486663
84,ODOS,odos,exchanges,2024-08-30,ODOS,Series A,0,"Arbitrum, Ethereum, Optimism, Polygon, Fantom, zkSync, Mantle, Base, Mode, Linea, Scroll, BSC",Dex Aggregator,DeFi,DeFi & CeFi,https://x.com/odosprotocol/status/1829567769131770055,,"CE Innovation Capital, Uniswap Labs Ventures, Curved Ventures, Orbs, Mantle Ecosystem Fund, PAKA",,3951,2025-07-28 16:29:08.450560
293,ODOS,odos,exchanges,2024-08-30,ODOS,Series A,0,"Arbitrum, Ethereum, Optimism, Polygon, Fantom, zkSync, Mantle, Base, Mode, Linea, Scroll, BSC",Dex Aggregator,DeFi,DeFi & CeFi,https://x.com/odosprotocol/status/1829567769131770055,,"CE Innovation Capital, Uniswap Labs Ventures, Curved Ventures, Orbs, Mantle Ecosystem Fund, PAKA",,3951,2025-09-10 11:32:57.718775
149,ODOS,odos,exchanges,2024-08-30,ODOS,Series A,0,"Arbitrum, Ethereum, Optimism, Polygon, Fantom, zkSync, Mantle, Base, Mode, Linea, Scroll, BSC",Dex Aggregator,DeFi,DeFi & CeFi,https://x.com/odosprotocol/status/1829567769131770055,,"CE Innovation Capital, Uniswap Labs Ventures, Curved Ventures, Orbs, Mantle Ecosystem Fund, PAKA",,3951,2025-08-18 15:41:34.486663
485,ODOS,odos,exchanges,2024-08-30,ODOS,Series A,0,"Arbitrum, Ethereum, Optimism, Polygon, Fantom, zkSync, Mantle, Base, Mode, Linea, Scroll, BSC",Dex Aggregator,DeFi,DeFi & CeFi,https://x.com/odosprotocol/status/1829567769131770055,,"CE Innovation Capital, Uniswap Labs Ventures, Curved Ventures, Orbs, Mantle Ecosystem Fund, PAKA",,3951,2025-09-22 10:10:27.870083
368,ODOS,odos,exchanges,2024-08-30,ODOS,Series A,0,"Arbitrum, Ethereum, Optimism, Polygon, Fantom, zkSync, Mantle, Base, Mode, Linea, Scroll, BSC",Dex Aggregator,DeFi,DeFi & CeFi,https://x.com/odosprotocol/status/1829567769131770055,,"CE Innovation Capital, Uniswap Labs Ventures, Curved Ventures, Orbs, Mantle Ecosystem Fund, PAKA",,3951,2025-09-10 13:21:23.545758
218,ODOS,odos,exchanges,2024-08-30,ODOS,Series A,0,"Arbitrum, Ethereum, Optimism, Polygon, Fantom, zkSync, Mantle, Base, Mode, Linea, Scroll, BSC",Dex Aggregator,DeFi,DeFi & CeFi,https://x.com/odosprotocol/status/1829567769131770055,,"CE Innovation Capital, Uniswap Labs Ventures, Curved Ventures, Orbs, Mantle Ecosystem Fund, PAKA",,3951,2025-09-05 19:28:59.083519
566,ODOS,odos,exchanges,2024-08-30,ODOS,Series A,0,"Arbitrum, Ethereum, Optimism, Polygon, Fantom, zkSync, Mantle, Base, Mode, Linea, Scroll, BSC",Dex Aggregator,DeFi,DeFi & CeFi,https://x.com/odosprotocol/status/1829567769131770055,,"CE Innovation Capital, Uniswap Labs Ventures, Curved Ventures, Orbs, Mantle Ecosystem Fund, PAKA",,3951,2025-11-24 20:09:23.964054
526,OpenOcean,openocean,defi,2021-03-09,OpenOcean,Seed,2.0,"BSC, Ethereum, Avalanche",OpenOcean offers a full range of products including price comparisons between Central Exchanges (CEX) and Decentralized Exchanges (DEX).,DeFi,DeFi & CeFi,,,"Altonomy, Binance Labs, CMS Holdings, Kenetic Capital, LD Capital, Multicoin Capital",,533,2025-11-24 20:09:23.964054
49,OpenOcean,openocean,defi,2021-03-09,OpenOcean,Seed,2.0,"BSC, Ethereum, Avalanche",OpenOcean offers a full range of products including price comparisons between Central Exchanges (CEX) and Decentralized Exchanges (DEX).,DeFi,DeFi & CeFi,,,"Altonomy, Binance Labs, CMS Holdings, Kenetic Capital, LD Capital, Multicoin Capital",,533,2025-07-28 16:29:08.450560
114,OpenOcean,openocean,defi,2021-03-09,OpenOcean,Seed,2.0,"BSC, Ethereum, Avalanche",OpenOcean offers a full range of products including price comparisons between Central Exchanges (CEX) and Decentralized Exchanges (DEX).,DeFi,DeFi & CeFi,,,"Altonomy, Binance Labs, CMS Holdings, Kenetic Capital, LD Capital, Multicoin Capital",,533,2025-08-18 15:41:34.486663
182,OpenOcean,openocean,defi,2021-03-09,OpenOcean,Seed,2.0,"BSC, Ethereum, Avalanche",OpenOcean offers a full range of products including price comparisons between Central Exchanges (CEX) and Decentralized Exchanges (DEX).,DeFi,DeFi & CeFi,,,"Altonomy, Binance Labs, CMS Holdings, Kenetic Capital, LD Capital, Multicoin Capital",,533,2025-09-05 19:28:59.083519
257,OpenOcean,openocean,defi,2021-03-09,OpenOcean,Seed,2.0,"BSC, Ethereum, Avalanche",OpenOcean offers a full range of products including price comparisons between Central Exchanges (CEX) and Decentralized Exchanges (DEX).,DeFi,DeFi & CeFi,,,"Altonomy, Binance Labs, CMS Holdings, Kenetic Capital, LD Capital, Multicoin Capital",,533,2025-09-10 11:32:57.718775
332,OpenOcean,openocean,defi,2021-03-09,OpenOcean,Seed,2.0,"BSC, Ethereum, Avalanche",OpenOcean offers a full range of products including price comparisons between Central Exchanges (CEX) and Decentralized Exchanges (DEX).,DeFi,DeFi & CeFi,,,"Altonomy, Binance Labs, CMS Holdings, Kenetic Capital, LD Capital, Multicoin Capital",,533,2025-09-10 13:21:23.545758
448,OpenOcean,openocean,defi,2021-03-09,OpenOcean,Seed,2.0,"BSC, Ethereum, Avalanche",OpenOcean offers a full range of products including price comparisons between Central Exchanges (CEX) and Decentralized Exchanges (DEX).,DeFi,DeFi & CeFi,,,"Altonomy, Binance Labs, CMS Holdings, Kenetic Capital, LD Capital, Multicoin Capital",,533,2025-09-22 10:10:27.870083
138,OpenSea,opensea,marketplaces,2021-07-20,OpenSea,Series B,100.0,"Ethereum, Polygon",NFT Marketplace,NFT,"NFT, Gaming & Metaverse",https://www.coindesk.com/business/2021/07/20/nft-marketplace-opensea-valued-at-15b-in-100m-funding-round-led-by-a16z/,a16z,,1500.0,2258,2025-08-18 15:41:34.486663
207,OpenSea,opensea,marketplaces,2021-07-20,OpenSea,Series B,100.0,"Ethereum, Polygon",NFT Marketplace,NFT,"NFT, Gaming & Metaverse",https://www.coindesk.com/business/2021/07/20/nft-marketplace-opensea-valued-at-15b-in-100m-funding-round-led-by-a16z/,a16z,,1500.0,2258,2025-09-05 19:28:59.083519
282,OpenSea,opensea,marketplaces,2021-07-20,OpenSea,Series B,100.0,"Ethereum, Polygon",NFT Marketplace,NFT,"NFT, Gaming & Metaverse",https://www.coindesk.com/business/2021/07/20/nft-marketplace-opensea-valued-at-15b-in-100m-funding-round-led-by-a16z/,a16z,,1500.0,2258,2025-09-10 11:32:57.718775
552,OpenSea,opensea,marketplaces,2021-07-20,OpenSea,Series B,100.0,"Ethereum, Polygon",NFT Marketplace,NFT,"NFT, Gaming & Metaverse",https://www.coindesk.com/business/2021/07/20/nft-marketplace-opensea-valued-at-15b-in-100m-funding-round-led-by-a16z/,a16z,,1500.0,2258,2025-11-24 20:09:23.964054
357,OpenSea,opensea,marketplaces,2021-07-20,OpenSea,Series B,100.0,"Ethereum, Polygon",NFT Marketplace,NFT,"NFT, Gaming & Metaverse",https://www.coindesk.com/business/2021/07/20/nft-marketplace-opensea-valued-at-15b-in-100m-funding-round-led-by-a16z/,a16z,,1500.0,2258,2025-09-10 13:21:23.545758
73,OpenSea,opensea,marketplaces,2021-07-20,OpenSea,Series B,100.0,"Ethereum, Polygon",NFT Marketplace,NFT,"NFT, Gaming & Metaverse",https://www.coindesk.com/business/2021/07/20/nft-marketplace-opensea-valued-at-15b-in-100m-funding-round-led-by-a16z/,a16z,,1500.0,2258,2025-07-28 16:29:08.450560
474,OpenSea,opensea,marketplaces,2021-07-20,OpenSea,Series B,100.0,"Ethereum, Polygon",NFT Marketplace,NFT,"NFT, Gaming & Metaverse",https://www.coindesk.com/business/2021/07/20/nft-marketplace-opensea-valued-at-15b-in-100m-funding-round-led-by-a16z/,a16z,,1500.0,2258,2025-09-22 10:10:27.870083
139,OpenSea,opensea,marketplaces,2021-03-18,OpenSea,Series A,23.0,"Ethereum, Klaytn, Solana, Avalanche",NFT Platform,NFT,"NFT, Gaming & Metaverse",https://www.coindesk.com/markets/2021/03/18/nft-marketplace-opensea-raises-23m-led-by-andreessen-horowitz/,a16z,,,2258,2025-08-18 15:41:34.486663
553,OpenSea,opensea,marketplaces,2021-03-18,OpenSea,Series A,23.0,"Ethereum, Klaytn, Solana, Avalanche",NFT Platform,NFT,"NFT, Gaming & Metaverse",https://www.coindesk.com/markets/2021/03/18/nft-marketplace-opensea-raises-23m-led-by-andreessen-horowitz/,a16z,,,2258,2025-11-24 20:09:23.964054
208,OpenSea,opensea,marketplaces,2021-03-18,OpenSea,Series A,23.0,"Ethereum, Klaytn, Solana, Avalanche",NFT Platform,NFT,"NFT, Gaming & Metaverse",https://www.coindesk.com/markets/2021/03/18/nft-marketplace-opensea-raises-23m-led-by-andreessen-horowitz/,a16z,,,2258,2025-09-05 19:28:59.083519
475,OpenSea,opensea,marketplaces,2021-03-18,OpenSea,Series A,23.0,"Ethereum, Klaytn, Solana, Avalanche",NFT Platform,NFT,"NFT, Gaming & Metaverse",https://www.coindesk.com/markets/2021/03/18/nft-marketplace-opensea-raises-23m-led-by-andreessen-horowitz/,a16z,,,2258,2025-09-22 10:10:27.870083
283,OpenSea,opensea,marketplaces,2021-03-18,OpenSea,Series A,23.0,"Ethereum, Klaytn, Solana, Avalanche",NFT Platform,NFT,"NFT, Gaming & Metaverse",https://www.coindesk.com/markets/2021/03/18/nft-marketplace-opensea-raises-23m-led-by-andreessen-horowitz/,a16z,,,2258,2025-09-10 11:32:57.718775
358,OpenSea,opensea,marketplaces,2021-03-18,OpenSea,Series A,23.0,"Ethereum, Klaytn, Solana, Avalanche",NFT Platform,NFT,"NFT, Gaming & Metaverse",https://www.coindesk.com/markets/2021/03/18/nft-marketplace-opensea-raises-23m-led-by-andreessen-horowitz/,a16z,,,2258,2025-09-10 13:21:23.545758
74,OpenSea,opensea,marketplaces,2021-03-18,OpenSea,Series A,23.0,"Ethereum, Klaytn, Solana, Avalanche",NFT Platform,NFT,"NFT, Gaming & Metaverse",https://www.coindesk.com/markets/2021/03/18/nft-marketplace-opensea-raises-23m-led-by-andreessen-horowitz/,a16z,,,2258,2025-07-28 16:29:08.450560
472,OpenSea,opensea,marketplaces,2019-11-19,OpenSea,Seed,2.1,"Ethereum, Polygon","OpenSea is an NFT marketplace that enables users to discover, collect, and sell blockchain-based digital assets.",NFT,"NFT, Gaming & Metaverse",,,"1Confirmation, Animoca Brands, Blockchain Capital, Dylan Field, gumi Cryptos Capital, StartX",,2258,2025-09-22 10:10:27.870083
280,OpenSea,opensea,marketplaces,2019-11-19,OpenSea,Seed,2.1,"Ethereum, Polygon","OpenSea is an NFT marketplace that enables users to discover, collect, and sell blockchain-based digital assets.",NFT,"NFT, Gaming & Metaverse",,,"1Confirmation, Animoca Brands, Blockchain Capital, Dylan Field, gumi Cryptos Capital, StartX",,2258,2025-09-10 11:32:57.718775
205,OpenSea,opensea,marketplaces,2019-11-19,OpenSea,Seed,2.1,"Ethereum, Polygon","OpenSea is an NFT marketplace that enables users to discover, collect, and sell blockchain-based digital assets.",NFT,"NFT, Gaming & Metaverse",,,"1Confirmation, Animoca Brands, Blockchain Capital, Dylan Field, gumi Cryptos Capital, StartX",,2258,2025-09-05 19:28:59.083519
136,OpenSea,opensea,marketplaces,2019-11-19,OpenSea,Seed,2.1,"Ethereum, Polygon","OpenSea is an NFT marketplace that enables users to discover, collect, and sell blockchain-based digital assets.",NFT,"NFT, Gaming & Metaverse",,,"1Confirmation, Animoca Brands, Blockchain Capital, Dylan Field, gumi Cryptos Capital, StartX",,2258,2025-08-18 15:41:34.486663
71,OpenSea,opensea,marketplaces,2019-11-19,OpenSea,Seed,2.1,"Ethereum, Polygon","OpenSea is an NFT marketplace that enables users to discover, collect, and sell blockchain-based digital assets.",NFT,"NFT, Gaming & Metaverse",,,"1Confirmation, Animoca Brands, Blockchain Capital, Dylan Field, gumi Cryptos Capital, StartX",,2258,2025-07-28 16:29:08.450560
550,OpenSea,opensea,marketplaces,2019-11-19,OpenSea,Seed,2.1,"Ethereum, Polygon","OpenSea is an NFT marketplace that enables users to discover, collect, and sell blockchain-based digital assets.",NFT,"NFT, Gaming & Metaverse",,,"1Confirmation, Animoca Brands, Blockchain Capital, Dylan Field, gumi Cryptos Capital, StartX",,2258,2025-11-24 20:09:23.964054
355,OpenSea,opensea,marketplaces,2019-11-19,OpenSea,Seed,2.1,"Ethereum, Polygon","OpenSea is an NFT marketplace that enables users to discover, collect, and sell blockchain-based digital assets.",NFT,"NFT, Gaming & Metaverse",,,"1Confirmation, Animoca Brands, Blockchain Capital, Dylan Field, gumi Cryptos Capital, StartX",,2258,2025-09-10 13:21:23.545758
137,OpenSea,opensea,marketplaces,2018-05-10,OpenSea,Seed,2.0,"Ethereum, Polygon","OpenSea is an NFT marketplace that enables users to discover, collect, and sell blockchain-based digital assets.",NFT,"NFT, Gaming & Metaverse",,,,,2258,2025-08-18 15:41:34.486663
356,OpenSea,opensea,marketplaces,2018-05-10,OpenSea,Seed,2.0,"Ethereum, Polygon","OpenSea is an NFT marketplace that enables users to discover, collect, and sell blockchain-based digital assets.",NFT,"NFT, Gaming & Metaverse",,,,,2258,2025-09-10 13:21:23.545758
72,OpenSea,opensea,marketplaces,2018-05-10,OpenSea,Seed,2.0,"Ethereum, Polygon","OpenSea is an NFT marketplace that enables users to discover, collect, and sell blockchain-based digital assets.",NFT,"NFT, Gaming & Metaverse",,,,,2258,2025-07-28 16:29:08.450560
206,OpenSea,opensea,marketplaces,2018-05-10,OpenSea,Seed,2.0,"Ethereum, Polygon","OpenSea is an NFT marketplace that enables users to discover, collect, and sell blockchain-based digital assets.",NFT,"NFT, Gaming & Metaverse",,,,,2258,2025-09-05 19:28:59.083519
281,OpenSea,opensea,marketplaces,2018-05-10,OpenSea,Seed,2.0,"Ethereum, Polygon","OpenSea is an NFT marketplace that enables users to discover, collect, and sell blockchain-based digital assets.",NFT,"NFT, Gaming & Metaverse",,,,,2258,2025-09-10 11:32:57.718775
473,OpenSea,opensea,marketplaces,2018-05-10,OpenSea,Seed,2.0,"Ethereum, Polygon","OpenSea is an NFT marketplace that enables users to discover, collect, and sell blockchain-based digital assets.",NFT,"NFT, Gaming & Metaverse",,,,,2258,2025-09-22 10:10:27.870083
551,OpenSea,opensea,marketplaces,2018-05-10,OpenSea,Seed,2.0,"Ethereum, Polygon","OpenSea is an NFT marketplace that enables users to discover, collect, and sell blockchain-based digital assets.",NFT,"NFT, Gaming & Metaverse",,,,,2258,2025-11-24 20:09:23.964054
173,Pendle,pendle,defi,2023-11-09,"Pendle Finance
",OTC,0,"Ethereum, Avalanche",Pendle Finance is a decentralized finance protocol that allows users to tokenize and sell future yields.,DeFi,DeFi & CeFi,https://twitter.com/pendle_fi/status/1722576784120758461 ,The Spartan Group,,,382,2025-09-05 19:28:59.083519
105,Pendle,pendle,defi,2023-11-09,"Pendle Finance
",OTC,0,"Ethereum, Avalanche",Pendle Finance is a decentralized finance protocol that allows users to tokenize and sell future yields.,DeFi,DeFi & CeFi,https://twitter.com/pendle_fi/status/1722576784120758461 ,The Spartan Group,,,382,2025-08-18 15:41:34.486663
40,Pendle,pendle,defi,2023-11-09,"Pendle Finance
",OTC,0,"Ethereum, Avalanche",Pendle Finance is a decentralized finance protocol that allows users to tokenize and sell future yields.,DeFi,DeFi & CeFi,https://twitter.com/pendle_fi/status/1722576784120758461 ,The Spartan Group,,,382,2025-07-28 16:29:08.450560
439,Pendle,pendle,defi,2023-11-09,"Pendle Finance
",OTC,0,"Ethereum, Avalanche",Pendle Finance is a decentralized finance protocol that allows users to tokenize and sell future yields.,DeFi,DeFi & CeFi,https://twitter.com/pendle_fi/status/1722576784120758461 ,The Spartan Group,,,382,2025-09-22 10:10:27.870083
323,Pendle,pendle,defi,2023-11-09,"Pendle Finance
",OTC,0,"Ethereum, Avalanche",Pendle Finance is a decentralized finance protocol that allows users to tokenize and sell future yields.,DeFi,DeFi & CeFi,https://twitter.com/pendle_fi/status/1722576784120758461 ,The Spartan Group,,,382,2025-09-10 13:21:23.545758
248,Pendle,pendle,defi,2023-11-09,"Pendle Finance
",OTC,0,"Ethereum, Avalanche",Pendle Finance is a decentralized finance protocol that allows users to tokenize and sell future yields.,DeFi,DeFi & CeFi,https://twitter.com/pendle_fi/status/1722576784120758461 ,The Spartan Group,,,382,2025-09-10 11:32:57.718775
517,Pendle,pendle,defi,2023-11-09,"Pendle Finance
",OTC,0,"Ethereum, Avalanche",Pendle Finance is a decentralized finance protocol that allows users to tokenize and sell future yields.,DeFi,DeFi & CeFi,https://twitter.com/pendle_fi/status/1722576784120758461 ,The Spartan Group,,,382,2025-11-24 20:09:23.964054
438,Pendle,pendle,defi,2023-08-23,Pendle Finance,,0,"Ethereum, Avalanche",Pendle Finance is a decentralized finance protocol that allows users to tokenize and sell future yields.,DeFi,DeFi & CeFi,https://twitter.com/BinanceLabs/status/1694333672738979868,Binance Labs,,,382,2025-09-22 10:10:27.870083
322,Pendle,pendle,defi,2023-08-23,Pendle Finance,,0,"Ethereum, Avalanche",Pendle Finance is a decentralized finance protocol that allows users to tokenize and sell future yields.,DeFi,DeFi & CeFi,https://twitter.com/BinanceLabs/status/1694333672738979868,Binance Labs,,,382,2025-09-10 13:21:23.545758
